"Toll Brothers - Space Statistics"
"User","apiselli@tollbrothers.com"
"Last refreshed","2025-03-11"
"Timeframe","Lifetime"

"Space name","Space Details URL","Parent folder name","Internal ID","Presented By","Contact name","Address","Public status","Deleted status","Created Date","Impressions","Visits","Unique Visitors"
"Blaire Contemporary Craftsman 198","https://my.matterport.com/models/DepetL8AHuK","QMI - Unstaged Homes","Blaire 6B4, Carriage Hill West Garden 7217","Toll Brothers","","11593 West San Remo Drive, Nampa, ID, 83686, US","Public","Not Deleted","2025-01-21","126","102","64"
"Satinwood Model Home","https://my.matterport.com/models/DewcnJycfEC","Model Homes","Satinwood 88X, Toll Brothers at Ascension - Ridgeline 8035","Toll Brothers","","10848 Vista Altura Avenue, Las Vegas, NV, 89135, US","Public","Not Deleted","2024-07-11","4618","3386","2338"
"Maguire Cascade 58","https://my.matterport.com/models/DFgDHTMitVE","QMI - Unstaged Homes","Maguire 6TA, Heirloom Ridge - Woodland 7343","Toll Brothers","","8537 W Pond Pne St, Star, ID, 83669, US","Public","Not Deleted","2024-05-11","535","322","238"
"Keating Contemporary Craftsman 30","https://my.matterport.com/models/dFP38xAw13e","QMI - Unstaged Homes","Keating 6BD, Silver Star - Woodland 7646","Toll Brothers","","17602 North Elk Falls Way, Nampa, ID, 83687, US","Public","Not Deleted","2024-10-16","348","273","188"
"Brennan Prairie - Cresta Del Sol","https://my.matterport.com/models/dhNjYLMdijS","QMI - Unstaged Homes","","Toll Brothers","","9507 W Greytown Ct, Star, ID, 83669, US","Public","Not Deleted","2023-05-06","8","6","5"
"E2 Home Design","https://my.matterport.com/models/dHZ6Dus4GAf","Model Homes","E2 83N, Everly at Civita 8182","Toll Brothers","","2747 Everly Dr, San Diego, CA, 92108, US","Public","Not Deleted","2024-08-01","2343","1508","1013"
"Verde Desert Territorial Ranch","https://my.matterport.com/models/DjaSYHyTXqg","Model Homes","Verde 7BW, Regency at Desert Color-Cliff Rose 7667","Toll Brothers","","5637 Agave Peak Ln, St. George, UT, 84790, US","Public","Not Deleted","2023-08-13","1956","1244","886"
"Floras Contemporary Home Design","https://my.matterport.com/models/DJGWmcr1LSX","Model Homes","Floras 8GE, Lacamas Hills - Huron 7816","Toll Brothers","","4680 North Elk Drive, Camas, WA, 98607, US","Public","Not Deleted","2024-07-13","1292","820","593"
"Hensley Cascade 26","https://my.matterport.com/models/DJJufespavX","QMI - Unstaged Homes","Hensley 6BE, Silver Star - Woodland 7646","Toll Brothers","","17658 N Elk Fls Wy, Nampa, ID, 83687, US","Public","Not Deleted","2024-03-19","11","9","9"
"Bandon with Basement Farmhouse 111","https://my.matterport.com/models/dLraLxtGkrJ","QMI - Staged Homes","Bandon with Basement 7YV, Hosford Farms - Vista 7584","Toll Brothers","","16254 Northwest Clover Lane, Portland, OR, 97229, US","Public","Not Deleted","2024-11-15","574","441","321"
"Woodlawn Elite Model","https://my.matterport.com/models/dNE9zGsgg4a","Model Homes","","","","128 Bay Lake Dr, Ponte Vedra, FL, 32081, US","Public","Not Deleted","2024-05-04","0","0","0"
"Stonebrook Regency Clubhouse","https://my.matterport.com/models/DoS4crxy7ju","Hold file/Send Backs","","","","Stonebrook Regency Clubhouse","Public","Not Deleted","2024-04-25","18","13","7"
"Karmann 3D Walkthrough","https://my.matterport.com/models/DouFaUDUak8","Model Homes","Karmann 7SP, Toll Brothers at Sienna - Executive 8610","Toll Brothers","","10123 Stately Crown Dr, Sienna, TX, 77459, US","Public","Not Deleted","2023-10-02","12087","7979","5014"
"Stelvio 3D Walkthrough","https://my.matterport.com/models/DP1xcxtPmFX","Model Homes","Stelvio 7UA, Tres Lagos - Estate 8457","Toll Brothers","","23118 Vista de Tres Lagos Dr, Spring, TX, 77389, US","Public","Not Deleted","2023-10-13","2","1","1"
"Monteluce","https://my.matterport.com/models/dqm2mYLe1up","Model Homes","Monteluce 8JQ, Southbrooke 8513","Toll Brothers","","6205 Walker Farms Ct, Cumming, GA, 30028, US","Public","Not Deleted","2024-04-23","8602","5411","3549"
"Las Vegas Design Studio","https://my.matterport.com/models/DrbBUJE8ifA","Design Studios","Las Vegas Design Studio","Toll Brothers","","6134 Brent Thurman Way, Las Vegas, NV, 89148, US","Public","Not Deleted","2024-10-21","290","229","110"
"Escalante Desert Spanish Mission","https://my.matterport.com/models/DRjT7vWUdCn","Model Homes","Escalante 7BL, Regency at Desert Color - Springdale 7665","Toll Brothers","","5637 Agave Peak Ln, St. George, UT, 84790, US","Public","Not Deleted","2023-05-23","1527","979","668"
"Santi Contemporary Craftsman","https://my.matterport.com/models/dRWvh9AxRmv","Waiting for Rep Review","Santi 6BN, Westcliffe at Porter Ranch - Summit 7184","Toll Brothers","","11766 Churchill Wy, Porter Ranch, CA, 91326, US","Public","Not Deleted","2023-10-16","4036","2543","1514"
"10447 Indigo  Bush Lane","https://my.matterport.com/models/DshqGqMogea","To be edited","","Toll Brothers","","10447 Indigo  Bush Lane, Frisco, TX 75035","Not Public","Not Deleted","2023-06-19","0","0","0"
"Haywick","https://my.matterport.com/models/dT8FLCTy6RQ","Model Homes","Haywick 82K, Travisso - Naples Collection 6495","Toll Brothers","","4913 Olimpico Wy, Leander, TX, 78641, US","Public","Not Deleted","2024-02-29","6051","4329","2757"
"Bannock Prairie 6","https://my.matterport.com/models/DTGcCUtBRfn","QMI - Staged Homes","Bannock 91H, Pradera Brookside 8163","Toll Brothers","","406 Orrison Street, Caldwell, ID, 83607, US","Public","Not Deleted","2025-01-15","147","113","78"
"Amneris Classic 3D Walkthrough","https://my.matterport.com/models/dthDFYhgNCJ","HUB Unstaged Homes","Amneris 87G, Lakes at Creekside - Villa Collection 7495","Toll Brothers","","24638 Lukes Landing Way, Tomball, TX, 77375, US","Public","Not Deleted","2023-12-14","4","4","2"
"Beatrix","https://my.matterport.com/models/dWBA2CCV9P2","Model Homes","Beatrix 7U2, Regency at Milestone Ranch - Grove 8237","Toll Brothers","","8560 W Lilburn St, Idaho 83616, United States","Public","Not Deleted","2023-12-18","3134","1456","1048"
"Blaire Cascade 14","https://my.matterport.com/models/dwbwRuecmn1","QMI - Unstaged Homes","Paloma Ridge - Juniper-7637, Blaire-6B4","Toll Brothers","","1504 W Chilitna St, Meridian, ID, 83642, US","Public","Not Deleted","2024-01-24","310","178","133"
"Hensley Contemporary Craftsman 33","https://my.matterport.com/models/DwWkf7XJE1H","QMI - Unstaged Homes","Hensley 6BE, Paloma Ridge - Willow 7638","Toll Brothers","","8723 S Waterclover Wy, Meridian, ID, 83642, US","Public","Not Deleted","2024-05-16","17","13","8"
"The Aloma","https://my.matterport.com/models/DYTGTwV7vxE","Model Homes","Aloma 79Q, Toll Brothers at Seminole Isle 7814","Toll Brothers","","9912 Key Haven Rd, Seminole, FL, 33777, US","Public","Not Deleted","2023-07-26","5600","3019","1885"
"151 Bay Street - Residences 1005-3305","https://my.matterport.com/models/e1zL2e8ayfb","QMI - Unstaged Homes","1005-3305, 151 Bay 8722","Toll Brothers City Living","","155 Bay Street, Jersey City, NJ, 07302, US","Not Public","Not Deleted","2024-08-23","9","9","5"
"Donovan with Basement","https://my.matterport.com/models/e5KbKEt7JMr","Model Homes","Donovan w Base 6VD,Toll Brothers at Hosford Farms Vista 7584","Toll Brothers","","15739 NW Gooderham St, Portland, OR, 97229, US","Public","Not Deleted","2023-08-07","4597","2958","2009"
"Reed Contemporary Craftsman 234","https://my.matterport.com/models/e6cr1qAud9B","QMI - Unstaged Homes","Reed 3W5, Carriage Hill West Garden 7217","Toll Brothers","","11568 West San Remo Drive, Nampa, ID, 83686, US","Public","Not Deleted","2024-11-12","210","170","139"
"7163 Royal Bloom Ct","https://my.matterport.com/models/e8D7Jijx2jq","Waiting for Rep Review","1358347","","","7163 Royal Bloom Ct, Las Vegas, NV, 89131, US","Public","Not Deleted","2024-07-03","94","74","54"
"Penterly Fairview","https://my.matterport.com/models/e9EA3dsJc36","Model Homes","Penterly 7A9, Enclave at Denville 6708","Toll Brothers","","17 Swenson St, Denville, NJ, 07834, US","Public","Not Deleted","2023-06-07","13043","7871","5460"
"Bolivar 3D Walkthrough","https://my.matterport.com/models/EAwm7TCkq1W","Model Homes","Bolivar 698, The Enclave at The Woodlands - Villa 7680","Toll Brothers","","8134 Allston Village Trail, Spring, TX, 77389, US","Public","Not Deleted","2023-12-09","5851","3651","2115"
"Caspian Home Design - Seabrook Village","https://my.matterport.com/models/eBiY5yxFv5c","Model Homes","Caspian 6SV, Seabrook Village 8639","Toll Brothers","","92 Sienna Palm Dr, Ponte Vedra Beach, FL, 32081, US","Public","Not Deleted","2023-09-21","3610","2121","1491"
"Kaplan Modern Farmhouse Model Home","https://my.matterport.com/models/EBQhYueAg1k","Model Homes","Kaplan 6T8, Silver Star - Woodland 7646","Toll Brothers","","17815 N Peltzer Ave, Nampa, ID, 83687, US","Public","Not Deleted","2024-02-07","1025","565","403"
"Pomona – Orchard Collection | Fenton Model","https://my.matterport.com/models/ebuaijYNdzw","Model Homes","Toll brothers","","","4714 Mulberry Shrubs Ln, Manvel, TX, 77578, US","Public","Not Deleted","2024-05-11","5","5","4"
"Vidara","https://my.matterport.com/models/edD4E2g8CLo","Toll Brothers","","","","","Public","Not Deleted","2025-02-26","6","6","5"
"Graham California Craftsman 29","https://my.matterport.com/models/ee4BWpFEykt","QMI - Unstaged Homes","Graham 6PA, Aliso Creek - Woodland 7784","Toll Brothers","","2062 N Desert Lily Ave, Star, ID, 83669, US","Public","Not Deleted","2023-12-21","9","5","5"
"Brennan Cascade 41","https://my.matterport.com/models/efd6oBwS5eF","QMI - Unstaged Homes","Brennan 6BB, Aliso Creek - Woodland 7784","Toll Brothers","","2334 North Desert Lily Avenue, Star, ID, 83669, US","Public","Not Deleted","2024-06-24","123","78","56"
"E4 Home Design ","https://my.matterport.com/models/EfJuJcrZzmJ","Model Homes","E4 83Q, Everly at Civita 8182","Toll Brothers","","2747 Everly Dr, San Diego, CA, 92108, US","Public","Not Deleted","2024-08-01","2023","1336","900"
"Payton Home Design","https://my.matterport.com/models/EFRQToVyBE4","Model Homes","Payton 6C8, Northfield 8319","Toll Brothers","","4905 Travers Ln, Cumming, GA, 30040, US","Public","Not Deleted","2024-09-22","3824","2671","1730"
"Ashford Modern Farmhouse 53","https://my.matterport.com/models/EFyF4Rzbkms","QMI - Staged Homes","Ashford 5F9, Toll Brothers at Collina Vista - Willow 7709","Toll Brothers","","11158 West Gladiola Street, Star, ID, 83669, US","Public","Not Deleted","2024-09-26","29","19","11"
"Updated Mayport Farmhouse","https://my.matterport.com/models/Egc5vpt9Lkx","Waiting for Rep Review","","","","27 Morning Mist Ln, Saint Johns, FL, 32259, US","Public","Not Deleted","2024-04-09","1","0","0"
" Dundee with Basement 11","https://my.matterport.com/models/eGecqPi4Dij","QMI - Staged Homes","Dundee with Basement 6CV, Hosford Farms - Terra 8131","Toll Brothers","","15789 Northwest Holman Way, Portland, OR, 97229, US","Public","Not Deleted","2024-07-16","1370","842","478"
"Sterling Grove - Invitation to Luxury Overnight Cottage 3D Walkthrough","https://my.matterport.com/models/EH5YhLixqK1","Amenities","Cottage Overnight Home, Sterling Grove 3995","Toll Brothers","","11800 N Greenwich Blvd # 104, Surprise, AZ, 85388, US","Public","Not Deleted","2023-05-10","18340","7328","5522"
"Rosemoor Modern Prairie Home Design","https://my.matterport.com/models/eHiNJXHyT54","Model Homes","Rosemoor 7RS, Harris Ranch – Willows Collection 8222","Toll Brothers","","450 La Tray Court, Sparks, NV, 89441, US","Public","Not Deleted","2024-05-01","5399","3265","2282"
"Collins Modern Farmhouse","https://my.matterport.com/models/eJk7SHQeNGT","QMI - Unstaged Homes","Collins 3W1, Toll Brothers at Highland - Garden 8027","Toll Brothers","","2825 E 12th St, Emmett, ID, 83617, US","Public","Not Deleted","2023-05-24","6","6","5"
"Suttle","https://my.matterport.com/models/ekfTs4LgSZr","QMI - Staged Homes","Suttle 8GF, Toll Brothers at Northside 8550","Toll Brothers","","330 W Fir Lp, Washougal, WA, 98671, US","Public","Not Deleted","2024-03-19","2336","1372","955"
"Carlin Elite Contemporary 30","https://my.matterport.com/models/ekRvUXLCSVF","QMI - Staged Homes","Carlin Elite 84M, Toll Brothers at Atlas Waterfront 8431","Toll Brothers","","2796 N Atlas Rd, Coeur d'Alene, ID, 83814, US","Public","Not Deleted","2025-02-13","19","17","11"
"Carlin Elite","https://my.matterport.com/models/EkwdV6v6QE9","Waiting for Rep Review","Carlin Elite 84M, Toll Brothers at Atlas Waterfront 8431","Toll Brothers","","2668 N Atlas Rd, Coeur d'Alene, ID, 83814, US","Public","Not Deleted","2023-10-19","2267","1315","1034"
"Tuscarora Mountain Modern Model","https://my.matterport.com/models/eN641BcjLF8","Model Homes","Tuscarora 8CV, Westlake Vistas by Toll Brothers 8577","Toll Brothers","","438 North Pinnacle Lane, Saratoga Springs, UT, 84045, US","Public","Not Deleted","2024-05-27","3851","2456","1593"
"Reed (ID) Cascade 13","https://my.matterport.com/models/eoN2kRQb5NJ","QMI - Unstaged Homes","Reed (ID) 3W5, Paloma Ridge - Juniper 7637","Toll Brothers","","1520 W Chilitna St, Meridian, ID, 83642, US","Public","Not Deleted","2024-01-23","1237","702","504"
"Olivia Cascade 43","https://my.matterport.com/models/EpgVMahJWFY","QMI - Unstaged Homes","Olivia 6B3, Carriage Hill West Garden 7217","Toll Brothers","","12751 South Farrara Way, Nampa, ID, 83686, US","Public","Not Deleted","2025-01-08","192","149","99"
"Delonte Home Design","https://my.matterport.com/models/ePRanaZnUtA","Model Homes","Delonte 64V, Wildflower Ranch - Elite 7801","Toll Brothers","","857 Ranchland Rd, Northlake, TX, 76247, US","Public","Not Deleted","2023-06-08","6770","4343","3289"
"Maguire Cascade","https://my.matterport.com/models/eSruB1JKMYC","HUB Use Only","Maguire 6TA, The Meadows at West Highlands - Woodland 4732","Toll Brothers","","1294 W Ayrshire St, Middleton, ID, 83644, US","Public","Not Deleted","2023-05-30","13","10","8"
"Forest Prairie 190","https://my.matterport.com/models/EUjfV3UfFpt","QMI - Unstaged Homes","Forest 8SU, The Oaks North Willow 7220","Toll Brothers","","6187 West Doublerock Court, Meridian, ID, 83646, US","Public","Not Deleted","2025-01-27","205","160","124"
"Volante 3D Matterport","https://my.matterport.com/models/EUrPr5Q1PzK","Model Homes","Volnate 7UB, Dunham Pointe - Estate Collection 7952","Toll Brothers","","14111 Coyote Pointe Dr, Cypress, TX, 77433, US","Public","Not Deleted","2024-01-19","421","392","94"
"Sully Model Home","https://my.matterport.com/models/eUXi3w1tEKx","Model Homes","Sully 4Y9, Metro Walk at Moorefield Station - Lofts 6807","Toll Brothers","","22086 Midmoore Drive, Ashburn, VA, 20148, US","Public","Not Deleted","2024-04-25","6536","4306","2892"
"Kensington Station – Essex Plan","https://my.matterport.com/models/EVan7xfhDQf","QMI - Unstaged Homes","Essex 5GD, Kensington Station at Metro West 7197","Toll Brothers","","Silicon Cmn, Fremont, CA 94538, United States","Public","Not Deleted","2023-05-09","281","237","166"
"Lansing Transitional","https://my.matterport.com/models/EVGw9TShdXf","QMI - Unstaged Homes","Lansing 77X, Toll Brothers at Teaswood Avenue 8487","Toll Brothers","","1705 Divino Pass, Conroe, TX, 77304, US","Public","Not Deleted","2023-08-04","2941","1670","1180"
"Findley","https://my.matterport.com/models/ewuAQ4ojKJR","Model Homes","Findley 7WR, Regency at Tracy Lakes - Laguna 8000","Toll Brothers","","1658 Aloha Court, Tracy, CA, 95377, US","Public","Not Deleted","2024-03-09","1627","1013","645"
"Hoffman with Basement Desert Contemporary","https://my.matterport.com/models/EWzTrfDaDii","Model Homes","Hoffman with Bsmt 78G, Adero Canyon - Adero Collection 7180","Toll Brothers","","US","Public","Not Deleted","2025-01-16","200","173","137"
"Ashby 3D Walkthrough","https://my.matterport.com/models/eXCV6c87HnT","QMI - Unstaged Homes","Ashby 65G, Dunham Pointe - Estate 7952","Toll Brothers","","14110 Lollypine Pointe Dr, Cypress, TX, 77433, US","Public","Not Deleted","2023-06-20","698","507","269"
"Settler Elite Farmhouse","https://my.matterport.com/models/exLBryE9a7m","Model Homes","Settler 8Y0, Newbrook at Silverleaf - Towns 8636","Toll Brothers","","33 Bedford Terrace, St. Augustine, FL, 32092, US","Public","Not Deleted","2024-10-03","931","677","483"
"Maguire Cascade 24","https://my.matterport.com/models/ExUCw4yWRsL","QMI - Unstaged Homes","Maguire 6TA, Silver Star - Woodland 7646","Toll Brothers","","17686 N Elk Fls Wy, Nampa, ID, 83687, US","Public","Not Deleted","2024-03-30","378","232","163"
"Alpine","https://my.matterport.com/models/F4fSAd8LzRB","Model Homes","Alpine 7WC, Regency at Tracy Lakes - Echo 7996","Toll Brothers","","1641 Aloha Court, Tracy, CA, 95377, US","Public","Not Deleted","2024-03-09","3009","1786","1256"
"Sunburst Model at Sereno Canyon","https://my.matterport.com/models/F8bAALPvpq2","Model Homes","Sunburst 7BX, Sereno Canyon - Estate Collection 6089","Toll Brothers","","23891 N 125th St, Scottsdale, AZ, 85259, US","Public","Not Deleted","2024-03-27","5438","3961","2681"
"Brookings Farmhouse 76","https://my.matterport.com/models/F8HddrAyUZw","QMI - Staged Homes","Brookings 7YW, Hosford Farms - Terra 8131","Toll Brothers","","16096 Northwest Holman Way, Portland, OR, 97227, US","Public","Not Deleted","2024-10-12","915","616","403"
"Rouse Modern Farmhouse","https://my.matterport.com/models/F98sSxb2dNv","Model Homes","Rouse 82P, The Grove at Dominion Hills 8275","Toll Brothers","","6181 8th Place, Arlington, VA, 22205, US","Public","Not Deleted","2025-01-27","127","124","78"
"Frasier Contemporary Craftsman 98","https://my.matterport.com/models/F9e1hDQEoqP","QMI - Staged Homes","Fraiser, Meadows at West Highlands - Willow 7365","Toll Brothers","","1798 West Blue Lightning Street, Middleton, ID, 83644, US","Public","Not Deleted","2024-08-17","58","33","27"
"Maguire California Craftsman","https://my.matterport.com/models/FakhRDPMNDw","QMI - Unstaged Homes","Maguire 6TA, The Oaks North - Woodland 4473","Toll Brothers","","5398 W Milano Dr, Meridian, ID, 83646, US","Public","Not Deleted","2023-05-05","356","237","185"
"Outlook Elite Transitional | Homesite 4","https://my.matterport.com/models/fbCfKYAiW9p","QMI - Unstaged Homes","Outlook Elite 6W5, Westridge at Metro Heights 6625","Toll Brothers","","275 Orchid Ct, Montebello, CA, 90640, US","Public","Not Deleted","2023-07-01","1600","1026","730"
